Date,VADER Sentiment,FinBERT Sentiment,GPT Sentiment
2022-05-01,0.5,0.8333333333333334,0.1666666666666666
2022-05-02,0.1666666666666666,0.75,0.1666666666666666
2022-05-03,-0.25,0.625,0.125
2022-05-04,-0.4285714285714285,0.5714285714285714,-0.2857142857142857
2022-05-05,0.0,1.0,-0.25
2022-05-06,0.8571428571428571,0.4285714285714285,0.2857142857142857
2022-05-07,-0.3333333333333333,1.0,0.0
2022-05-08,0.5,1.0,0.5
2022-05-09,-1.0,1.0,-0.3333333333333333
2022-05-10,1.0,0.0,0.5
2022-05-11,0.0,1.0,0.0
2022-05-12,0.7142857142857143,0.7142857142857143,0.0
2022-05-13,0.0,1.0,0.5
2022-05-14,0.0,1.0,-0.6666666666666666
2022-05-15,-0.6666666666666666,0.6666666666666666,-0.3333333333333333
2022-05-16,0.6666666666666666,1.0,0.0
2022-05-17,-0.1666666666666666,1.0,-0.3333333333333333
2022-05-18,0.25,1.0,-0.5
2022-05-19,0.0,1.0,0.0
2022-05-20,0.0,0.5,0.5
2022-05-21,1.0,1.0,-0.5
2022-05-22,0.25,1.0,0.5
2022-05-23,0.2142857142857142,0.7142857142857143,0.0714285714285714
2022-05-24,-0.2,1.0,0.2
2022-05-25,0.6666666666666666,1.0,-0.3333333333333333
2022-05-26,0.375,0.875,0.375
2022-05-27,-1.0,1.0,-0.5
2022-05-28,-0.25,1.0,0.5
2022-05-29,0.5,0.5,0.0
2022-05-30,-1.0,0.0,0.0
2022-05-31,1.0,1.0,0.0
2022-06-01,0.4,0.8,0.0
2022-06-02,0.3333333333333333,1.0,0.0
2022-06-03,-0.1428571428571428,0.5714285714285714,-0.2857142857142857
2022-06-04,0.0,1.0,0.0
2022-06-05,0.5,1.0,0.5
2022-06-06,0.3333333333333333,0.6666666666666666,0.0
2022-06-07,0.2,1.0,0.0
2022-06-08,-0.5,1.0,-0.5
2022-06-09,0.0,1.0,-0.3333333333333333
2022-06-10,0.2,0.8,-0.6
2022-06-11,,,
2022-06-12,-0.2,0.8,0.2
2022-06-13,0.0,0.5,-1.0
2022-06-14,0.7142857142857143,0.4285714285714285,0.4285714285714285
2022-06-15,0.4285714285714285,1.0,0.2857142857142857
2022-06-16,0.2,1.0,0.2
2022-06-17,0.5,1.0,0.5
2022-06-18,,,
2022-06-19,,,
2022-06-20,0.3333333333333333,0.3333333333333333,0.6666666666666666
2022-06-21,0.2857142857142857,1.0,0.2857142857142857
2022-06-22,-0.8571428571428571,0.2857142857142857,-0.8571428571428571
2022-06-23,-0.3333333333333333,0.6666666666666666,0.3333333333333333
2022-06-24,0.5,0.75,0.0
2022-06-25,-1.0,1.0,0.0
2022-06-26,0.5,1.0,0.0
2022-06-27,-0.1428571428571428,0.4285714285714285,-0.1428571428571428
2022-06-28,0.4285714285714285,0.4285714285714285,0.0
2022-06-29,0.5,1.0,0.0
2022-06-30,-0.5,0.5,0.0
2022-07-01,0.0,1.0,-0.5
2022-07-02,0.0,1.0,0.5
2022-07-03,0.0,1.0,0.5
2022-07-04,0.6666666666666666,0.6666666666666666,-0.3333333333333333
2022-07-05,0.0,0.5,-0.5
2022-07-06,-1.0,0.0,-0.8
2022-07-07,1.0,1.0,1.0
2022-07-08,-0.2,0.6,-0.4
2022-07-09,-0.25,0.75,0.5
2022-07-10,0.6666666666666666,0.6666666666666666,1.0
2022-07-11,0.6,1.0,0.2
2022-07-12,0.2,1.0,-0.2
2022-07-13,0.6666666666666666,0.6666666666666666,0.0
2022-07-14,-0.08,0.68,-0.24
2022-07-15,0.2647058823529412,0.8235294117647058,0.0294117647058823
2022-07-16,0.75,0.75,0.25
2022-07-17,-0.2857142857142857,0.8571428571428571,-0.1428571428571428
2022-07-18,-0.2941176470588235,0.8823529411764706,-0.1764705882352941
2022-07-19,0.875,0.625,0.0
2022-07-20,0.0,1.0,0.0
2022-07-21,0.0,1.0,-0.1428571428571428
2022-07-22,0.0,1.0,0.3333333333333333
2022-07-23,0.0,1.0,-0.5
2022-07-24,-0.1666666666666666,0.6666666666666666,-0.1666666666666666
2022-07-25,,,
2022-07-26,0.0,0.3333333333333333,0.3333333333333333
2022-07-27,0.1111111111111111,0.7777777777777778,-0.1111111111111111
2022-07-28,0.0,1.0,0.0
2022-07-29,0.0,0.5,0.5
2022-07-30,0.2,0.8,-0.4
2022-07-31,0.5,0.5,0.5
2022-08-01,1.0,1.0,0.0
2022-08-02,-0.1666666666666666,1.0,-0.1666666666666666
2022-08-03,0.4,0.8,0.4
2022-08-04,0.75,1.0,0.25
2022-08-05,1.0,1.0,-1.0
2022-08-06,0.0,0.0,-0.5
2022-08-07,,,
2022-08-08,0.25,1.0,-0.5
2022-08-09,0.5,1.0,0.0
2022-08-10,0.2,0.8,0.0
2022-08-11,0.25,1.0,0.0
2022-08-12,0.3333333333333333,1.0,-0.3333333333333333
2022-08-13,0.0,1.0,0.0
2022-08-14,0.6666666666666666,0.6666666666666666,0.3333333333333333
2022-08-15,1.0,0.6666666666666666,0.0
2022-08-16,0.5714285714285714,0.7142857142857143,0.1428571428571428
2022-08-17,0.25,0.75,-0.5
2022-08-18,0.1666666666666666,1.0,-0.1666666666666666
2022-08-19,0.0,0.8333333333333334,0.3333333333333333
2022-08-20,0.6666666666666666,0.6666666666666666,-0.3333333333333333
2022-08-21,-0.2,1.0,0.0
2022-08-22,0.0,1.0,0.0
2022-08-23,0.4,1.0,0.2
2022-08-24,0.1666666666666666,0.5,0.1666666666666666
2022-08-25,0.25,0.875,0.25
2022-08-26,-1.0,1.0,-1.0
2022-08-27,-0.25,1.0,0.0
2022-08-28,0.0,1.0,0.75
2022-08-29,-0.3333333333333333,1.0,0.3333333333333333
2022-08-30,-0.25,0.875,0.0
2022-08-31,0.6666666666666666,1.0,0.0
2022-09-01,-0.6666666666666666,1.0,-0.3333333333333333
2022-09-02,0.125,0.75,-0.625
2022-09-03,-0.2,0.8,0.0
2022-09-04,-1.0,1.0,0.0
2022-09-05,0.5,1.0,0.0
2022-09-06,1.0,1.0,0.0
2022-09-07,0.0,0.0,-1.0
2022-09-08,0.0,0.0,0.0
2022-09-09,0.5,0.5,1.0
2022-09-10,0.0,0.3333333333333333,-0.3333333333333333
2022-09-11,0.0,0.0,0.25
2022-09-12,-0.75,0.75,-0.25
2022-09-13,-0.3333333333333333,1.0,-0.3333333333333333
2022-09-14,-0.6666666666666666,1.0,0.0
2022-09-15,0.6,1.0,0.0
2022-09-16,0.0,0.6666666666666666,0.1666666666666666
2022-09-17,0.0,1.0,0.6666666666666666
2022-09-18,-0.5,1.0,0.0
2022-09-19,-0.25,0.5,0.0
2022-09-20,-0.6666666666666666,-0.1666666666666666,-0.5
2022-09-21,0.2,0.8,-0.2
2022-09-22,-0.25,0.875,-0.375
2022-09-23,0.0,1.0,-0.25
2022-09-24,1.0,1.0,-1.0
2022-09-25,,,
2022-09-26,-0.2,0.8,-0.4
2022-09-27,0.0,1.0,-0.25
2022-09-28,0.5,1.0,0.5
2022-09-29,1.0,0.8333333333333334,0.0
2022-09-30,0.25,1.0,0.0
2022-10-01,0.3333333333333333,0.3333333333333333,0.0
2022-10-02,0.25,0.75,-0.25
2022-10-03,0.0,0.6666666666666666,-0.3333333333333333
2022-10-04,0.1428571428571428,0.7142857142857143,-0.7142857142857143
2022-10-05,0.0,1.0,0.0
2022-10-06,1.0,1.0,0.5
2022-10-07,0.0,1.0,0.5
2022-10-08,0.3333333333333333,1.0,-0.3333333333333333
2022-10-09,0.4,0.6,-0.4
2022-10-10,0.5,1.0,0.0
2022-10-11,0.0,0.75,-0.375
2022-10-12,0.1428571428571428,1.0,0.4285714285714285
2022-10-13,0.5925925925925926,0.925925925925926,0.037037037037037
2022-10-14,0.35,0.85,-0.05
2022-10-15,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2022-10-16,-1.0,1.0,0.0
2022-10-17,0.625,0.8125,0.5625
2022-10-18,0.6470588235294118,0.5294117647058824,0.0
2022-10-19,0.2857142857142857,0.4285714285714285,0.1428571428571428
2022-10-20,-0.25,0.125,-0.25
2022-10-21,0.1875,0.75,-0.125
2022-10-22,0.6666666666666666,1.0,0.0
2022-10-23,0.3333333333333333,1.0,0.3333333333333333
2022-10-24,0.625,1.0,0.25
2022-10-25,0.5,1.0,0.5
2022-10-26,0.0,1.0,0.0
2022-10-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2022-10-28,0.6666666666666666,1.0,0.3333333333333333
2022-10-29,,,
2022-10-30,0.1428571428571428,0.2857142857142857,-0.2857142857142857
2022-10-31,0.0,0.5,-0.5
2022-11-01,0.0,1.0,1.0
2022-11-02,0.3333333333333333,1.0,0.6666666666666666
2022-11-03,0.5,1.0,0.0
2022-11-04,-1.0,1.0,0.5
2022-11-05,0.0,0.6666666666666666,0.6666666666666666
2022-11-06,,,
2022-11-07,1.0,0.5,0.0
2022-11-08,0.75,0.75,0.5
2022-11-09,0.5,1.0,0.0
2022-11-10,0.0,0.6,0.4
2022-11-11,0.0,1.0,0.0
2022-11-12,,,
2022-11-13,0.0,1.0,0.0
2022-11-14,0.0,1.0,-0.2857142857142857
2022-11-15,-0.3333333333333333,0.8333333333333334,0.5
2022-11-16,0.0,1.0,0.3333333333333333
2022-11-17,0.25,1.0,0.0
2022-11-18,0.1666666666666666,1.0,0.0
2022-11-19,0.8,0.6,0.4
2022-11-20,1.0,1.0,-1.0
2022-11-21,0.5,0.625,0.125
2022-11-22,0.6,0.8,0.2
2022-11-23,0.4,0.8,-0.2
2022-11-24,0.0,1.0,1.0
2022-11-25,0.0,1.0,-0.3333333333333333
2022-11-26,1.0,1.0,-1.0
2022-11-27,1.0,1.0,1.0
2022-11-28,0.0,1.0,0.0
2022-11-29,0.0,0.8333333333333334,0.0
2022-11-30,1.0,1.0,0.0
2022-12-01,0.75,0.75,-0.125
2022-12-02,0.3333333333333333,0.8333333333333334,-0.3333333333333333
2022-12-03,0.3333333333333333,1.0,0.0
2022-12-04,-0.1428571428571428,0.5714285714285714,-0.1428571428571428
2022-12-05,0.3,0.9,0.2
2022-12-06,0.3076923076923077,0.8461538461538461,0.2307692307692307
2022-12-07,0.0909090909090909,0.9090909090909092,-0.0909090909090909
2022-12-08,-1.0,1.0,-0.75
2022-12-09,0.5,-0.5,-0.5
2022-12-10,1.0,-1.0,1.0
2022-12-11,1.0,1.0,0.0
2022-12-12,0.0,0.6666666666666666,-0.1666666666666666
2022-12-13,0.6666666666666666,0.8333333333333334,0.3333333333333333
2022-12-14,-0.3333333333333333,0.6666666666666666,-0.6666666666666666
2022-12-15,1.0,1.0,0.0
2022-12-16,0.4285714285714285,0.7142857142857143,0.0
2022-12-17,1.0,0.25,0.0
2022-12-18,-1.0,1.0,-1.0
2022-12-19,0.75,0.5,0.75
2022-12-20,0.0,0.6666666666666666,-0.4444444444444444
2022-12-21,1.0,1.0,0.0
2022-12-22,1.0,1.0,0.0
2022-12-23,,,
2022-12-24,-1.0,1.0,-0.5
2022-12-25,1.0,1.0,-1.0
2022-12-26,0.5,1.0,-0.5
2022-12-27,0.0,0.5,0.0
2022-12-28,0.0,0.8333333333333334,-0.1666666666666666
2022-12-29,1.0,0.8,-0.4
2022-12-30,-0.3333333333333333,0.5,-0.3333333333333333
